# name,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_detected_disc,star_magnetic_field
Kepler-237 c,,,,0.186,0.098,0.098,8.103636,3.20E-05,3.20E-05,0.071,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-237,283.2213746,40.421833,,,13.749,13.223,13.172,,-0.077,0.7,0.72,,,4861,,
Kepler-238 b,,,,0.154,0.036,0.036,2.090876,2.00E-05,2.00E-05,0.034,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614,,
Kepler-238 c,,,,0.213,0.04,0.04,6.155557,5.00E-05,5.00E-05,0.069,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614,,
Kepler-238 d,,,,0.274,0.051,0.051,13.233549,8.10E-05,8.10E-05,0.115,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614,,
Kepler-238 e,0.626,3.54,0.048,0.501,0.724,0.501,23.654,,,,,,,,,,,,,2013,12/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614,,
Kepler-238 f,0.056,0.294,0.0047,0.179,0.258,0.179,50.447,,,,,,,,,,,,,2013,12/30/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-238,287.8958,40.6378,,,,,,,0.143,1.43,0.9,,,5614,,
Kepler-239 b,,,,0.208,0.013,0.013,11.763051,3.40E-05,3.40E-05,0.095,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-239,294.2021484,40.663406,,,13.703,13.215,13.133,,-0.016,0.74,0.76,,,4914,,
Kepler-239 c,,,,0.224,0.037,0.037,56.228098,0.00058,0.00058,0.268,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-239,294.2021484,40.663406,,,13.703,13.215,13.133,,-0.016,0.74,0.76,,,4914,,
Kepler-24 b,1.6,inf,nan,0.21,,,8.1453,,,0.08,,,,,,,,,,2012,1/30/2012,,,,,,,,,,2454973.569,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-24,290.4125,38.3438889,15.5,,,,,,,1.03,1.07,,,5800,,
Kepler-24 c,1.6,inf,nan,0.25,,,12.3335,,,0.106,,,,,,,,,,2012,1/30/2012,,,,,,,,,,2454970.586,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-24,290.4125,38.3438889,15.5,,,,,,,1.03,1.07,,,5800,,
Kepler-240 b,,,,0.122,0.05,0.05,4.144495,2.60E-05,2.60E-05,0.048,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-240,291.158783,40.750263,,,14.113,13.606,13.464,,0.089,,0.74,,,4985,,
Kepler-240 c,,,,0.196,0.079,0.079,7.953528,2.50E-05,2.50E-05,0.074,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-240,291.158783,40.750263,,,14.113,13.606,13.464,,0.089,,0.74,,,4985,,
Kepler-241 b,,,,0.208,0.092,0.092,12.718092,3.50E-05,3.50E-05,0.094,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-241,292.9131165,41.060921,,,13.608,13.064,12.881,,-0.243,,0.67,,,4699,,
Kepler-241 c,,,,0.229,0.099,0.099,36.065978,0.000133,0.000133,0.189,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-241,292.9131165,41.060921,,,13.608,13.064,12.881,,-0.243,,0.67,,,4699,,
Kepler-242 b,,,,0.233,0.143,0.143,8.20395,2.00E-05,2.00E-05,0.075,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-242,286.5657044,41.808403,,,13.821,13.316,13.238,,0.103,,0.85,,,5020,,
Kepler-242 c,,,,0.178,0.11,0.11,14.496481,8.30E-05,8.30E-05,0.109,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-242,286.5657044,41.808403,,,13.821,13.316,13.238,,0.103,,0.85,,,5020,,
Kepler-243 b,,,,0.219,0.103,0.103,5.715442,1.10E-05,1.10E-05,0.062,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-243,285.1104737,42.033958,,,13.622,13.191,13.064,,0.241,0.89,0.84,,,5228,,
Kepler-243 c,,,,0.178,0.087,0.087,20.026218,0.000163,0.000163,0.142,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-243,285.1104737,42.033958,,,13.622,13.191,13.064,,0.241,0.89,0.84,,,5228,,
Kepler-244 b,,,,0.246,0.103,0.103,4.311792,8.00E-06,8.00E-06,0.05,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,-0.191,,0.8,,,5554,,
Kepler-244 c,,,,0.183,0.078,0.078,9.767292,4.60E-05,4.60E-05,0.087,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,-0.191,,0.8,,,5554,,
Kepler-244 d,,,,0.206,0.087,0.087,20.050401,0.00013,0.00013,0.14,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-244,287.2426758,42.301369,,,14.306,13.852,13.73,,-0.191,,0.8,,,5554,,
Kepler-245 b,,,,0.229,0.016,0.016,7.49019,1.90E-05,1.90E-05,0.071,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-245,291.6389771,42.436317,,,14.121,13.688,13.639,,-0.028,0.8,0.8,,,5100,,
Kepler-245 c,,,,0.194,0.015,0.015,17.460812,7.60E-05,7.60E-05,0.124,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-245,291.6389771,42.436317,,,14.121,13.688,13.639,,-0.028,0.8,0.8,,,5100,,
Kepler-245 d,,,,0.27,0.019,0.019,36.277108,0.000173,0.000173,0.202,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-245,291.6389771,42.436317,,,14.121,13.688,13.639,,-0.028,0.8,0.8,,,5100,,
Kepler-246 b,,,,0.209,0.107,0.107,4.60182,8.00E-06,8.00E-06,0.052,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-246,296.483429,42.663429,,,13.587,13.15,13.038,,0.143,0.86,0.83,,,5206,,
Kepler-246 c,,,,0.134,0.068,0.068,11.187161,7.50E-05,7.50E-05,0.095,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-246,296.483429,42.663429,,,13.587,13.15,13.038,,0.143,0.86,0.83,,,5206,,
Kepler-247 b,,,,0.146,0.041,0.041,3.33616,7.00E-06,7.00E-06,0.042,,,,,,,,,,2014,5/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-247,288.6425171,43.039291,,,13.597,13.178,13.051,,0.21,0.884,0.791,,,5094,,
Kepler-247 c,,,,0.365,0.102,0.102,9.439452,7.00E-06,7.00E-06,0.084,,,,,,,,,,2014,5/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-247,288.6425171,43.039291,,,13.597,13.178,13.051,,0.21,0.884,0.791,,,5094,,
Kepler-247 d,,,,0.352,0.098,0.098,20.477912,2.60E-05,2.60E-05,0.14,,,,,,,,,,2014,5/9/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-247,288.6425171,43.039291,,,13.597,13.178,13.051,,0.21,0.884,0.791,,,5094,,
Kepler-248 b,,,,0.269,0.032,0.032,6.308205,1.00E-05,1.00E-05,0.066,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-248,293.0613708,43.581356,,,13.911,13.442,13.357,,0.171,,0.83,,,5190,,
Kepler-248 c,,,,0.363,0.044,0.044,16.239494,2.40E-05,2.40E-05,0.123,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-248,293.0613708,43.581356,,,13.911,13.442,13.357,,0.171,,0.83,,,5190,,
Kepler-249 b,,,,0.097,0.004,0.004,3.306539,1.00E-05,1.00E-05,0.035,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-249,296.985077,43.658524,,,12.836,12.15,11.966,,0.221,,0.48,,,3568,,
Kepler-249 c,,,,0.135,0.008,0.008,7.113702,1.80E-05,1.80E-05,0.058,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-249,296.985077,43.658524,,,12.836,12.15,11.966,,0.221,,0.48,,,3568,,
Kepler-249 d,,,,0.14,0.012,0.012,15.368459,7.00E-05,7.00E-05,0.097,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-249,296.985077,43.658524,,,12.836,12.15,11.966,,0.221,,0.48,,,3568,,
Kepler-25 b,0.030204826,0.013214612,0.013214612,0.241770438,0.004460709,0.004460709,6.2385,,,0.068,,,,,,,,,,2012,5/1/2014,,,,,,,,,,2454973.513,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-25,286.6375,39.4877778,11,,,,,,0.01,1.22,1.36,,,6190,,
Kepler-25 c,0.077399868,0.017934116,0.017934116,0.463913755,0.008029277,0.008029277,12.7204,,,0.11,,,,,,,,,,2012,5/1/2014,,,,,,,,,,2454986.087,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-25,286.6375,39.4877778,11,,,,,,0.01,1.22,1.36,,,6190,,
Kepler-25 d,0.282855615,0.043104804,0.043104804,,,,123,2,2,,,,,,,,,,,2014,5/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,Kepler-25,286.6375,39.4877778,11,,,,,,0.01,1.22,1.36,,,6190,,
Kepler-250 b,,,,0.101,0.061,0.061,4.148141,4.60E-05,4.60E-05,0.048,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-250,289.5947571,44.141953,,,14,13.504,13.483,,0.063,0.8,0.81,,,5160,,
Kepler-250 c,,,,0.203,0.117,0.117,7.156804,2.20E-05,2.20E-05,0.069,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-250,289.5947571,44.141953,,,14,13.504,13.483,,0.063,0.8,0.81,,,5160,,
Kepler-250 d,,,,0.194,0.112,0.112,17.648312,8.10E-05,8.10E-05,0.127,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-250,289.5947571,44.141953,,,14,13.504,13.483,,0.063,0.8,0.81,,,5160,,
Kepler-251 b,,,,0.119,0.021,0.021,4.790936,3.70E-05,3.70E-05,0.053,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-251,296.5662231,44.105865,,,13.96,13.596,13.632,,-0.156,0.91,0.89,,,5526,,
Kepler-251 c,,,,0.247,0.044,0.044,16.514043,5.40E-05,5.40E-05,0.122,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-251,296.5662231,44.105865,,,13.96,13.596,13.632,,-0.156,0.91,0.89,,,5526,,
Kepler-251 d,,,,0.247,0.044,0.044,30.133001,0.000161,0.000161,0.182,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-251,296.5662231,44.105865,,,13.96,13.596,13.632,,-0.156,0.91,0.89,,,5526,,
Kepler-251 e,,,,0.247,0.044,0.044,99.640161,0.001074,0.001074,0.404,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-251,296.5662231,44.105865,,,13.96,13.596,13.632,,-0.156,0.91,0.89,,,5526,,
Kepler-252 b,,,,0.11,0.011,0.011,6.668391,3.10E-05,3.10E-05,0.058,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-252,295.5793457,44.545963,,,13.24,12.65,12.466,,-0.67,0.52,0.55,,,4208,,
Kepler-252 c,,,,0.192,0.012,0.012,10.848463,1.50E-05,1.50E-05,0.08,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-252,295.5793457,44.545963,,,13.24,12.65,12.466,,-0.67,0.52,0.55,,,4208,,
Kepler-253 b,,,,0.145,0.06,0.06,3.783986,1.70E-05,1.70E-05,0.046,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-253,291.84198,44.858089,,,14.055,13.632,13.534,,0.052,,0.79,,,5208,,
Kepler-253 c,,,,0.236,0.099,0.099,10.281951,3.20E-05,3.20E-05,0.089,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-253,291.84198,44.858089,,,14.055,13.632,13.534,,0.052,,0.79,,,5208,,
Kepler-253 d,,,,0.283,0.116,0.116,18.119869,6.60E-05,6.60E-05,0.13,,,,,,,,,,2014,3/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-253,291.84198,44.858089,,,14.055,13.632,13.534,,0.052,,0.79,,,5208,,
