# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
HD 95089 b,1.2,0.1,0.1,,,,507,16,16,1.51,0.05,0.05,0.157,0.086,0.086,0.010863,,,,,,,,,,,,,,,,,,,,2,2010,3/19/2010,317,60,60,2454983,90,90,detected by radial velocity,,HD 95089,164.7,1.7291667,7.92,,,,,139,0.05,1.58,4.9,K0 IV,2.5,5002
HD 9578 b,0.62,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2009,12/6/2010,,,,,,,detected by radial velocity,,HD 9578,23.3208333,-38.245,8.21,,,,,57.24,0.11,1.12,,G1V,,
HD 96063 b,0.9,0.1,0.1,,,,361.1,9.9,9.9,0.99,0.03,0.03,0.28,inf,nan,0.006266,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,90,100,100,2455260,120,120,detected by radial velocity,,HD 96063,166.1833333,-2.5133333,8.37,,,,,158,-0.3,1.02,4.5,K0,9,5148
HD 96127 b,4,,,,,,647.3,16.8,16.8,1.4,,,0.3,0.1,0.1,0.002593,,,,,,,,,,,,,,,,,,,,2,2011,10/11/2011,162,18.2,18.2,43969.4,31,31,detected by radial velocity,,HD 96127,166.4416667,44.3016667,7.43,,,,,540,-0.24,0.91,35,K2III,,4152
HD 96167 b,0.68,0.18,0.18,,,,498.9,1,1,1.3,0.07,0.07,0.71,0.04,0.04,0.015476,,,,,,,,,,,,,,,,,,,,1,2009,4/21/2009,285,7,7,2453057,5,5,detected by radial velocity,,HD 96167,166.3125,-10.2913889,8.09,,,,,84,0.34,1.31,1.86,G5D,3.8,5770
HD 96700 b,0.0284,0.002,0.002,,,,8.1256,0.0013,0.0013,0.0774,0.0012,0.0012,0.1,0.05,0.05,0.003023,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,,,,G0V,,
HD 96700 c,0.04,0.005,0.005,,,,103.49,0.5794,0.5794,0.422,0.0073,0.0073,0.37,0.19,0.19,0.016484,,,,,,,,,,,,,,,,,,,,2,2011,9/12/2011,,,,,,,detected by radial velocity,,HD 96700,166.975,-30.1744444,6.5,,,,,25.6,,,,G0V,,
HD 97658 b,0.024730202,0.002296825,0.002296825,0.20876119,0.016058553,0.016058553,9.4909,0.0016,0.0016,0.0796,0.0012,0.0012,0.064,0.061,0.044,0.003777,89.45,0.37,0.43,2456361.805,0.0034,0.0034,,,,,,,,,,,,,,2,2010,11/5/2013,-9,66,66,,,,detected by transit,,HD 97658,168.6375,25.7102778,6.27,,,,,21.1,-0.23,0.85,0.73,K1V,,5170
HD 98219 b,1.8,0.1,0.1,,,,436.9,4.5,4.5,1.23,0.03,0.03,0.21,inf,nan,0.009179,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,47,30,30,2455140,40,40,detected by radial velocity,,HD 98219,169.45,-23.9752778,8.21,,,,,134,-0.02,1.3,4.5,K0III/IV,4,4992
HD 98649 b,6.8,0.5,0.5,,,,4951,607,465,5.6,0.4,0.4,0.85,0.05,0.05,,,,,,,,,,,,,,,,,,,,,2,2011,11/30/2012,,,,2450271,22,22,detected by radial velocity,,HD 98649,170.2166667,-23.2172222,8.03,,,,,40.3,,,,G4V,,
HD 99109 b,0.502,0.07,0.07,,,,439.3,5.6,5.6,1.105,0.065,0.065,0.09,0.16,0.16,0.018264,,,,,,,,,,,,,,,,,,,,1,2006,7/15/2006,256,,,11310,80,80,detected by radial velocity,,HD 99109,171.0708333,-1.5288889,9.1,,,,,60.5,0.315,0.93,,K0,12.2,5272
HD 99492 b,0.109,0.013,0.013,,,,17.0431,0.0047,0.0047,0.1232,0.0071,0.0071,0.254,0.092,0.092,0.006844,,,,,,,,,,,,,,,,,,,,1,2004,7/15/2006,219,22,22,10468.7,1.4,1.4,detected by radial velocity,,HD 99492,171.6916667,3.0061111,7.38,,,,,18,0.36,0.83,0.96,K2V,4,4740
HD 99492 c,0.36,0.02,0.02,,,,4970,149,149,5.4,0.1,0.1,0.106,0.006,0.006,0.3,,,,,,,,,,,,,,,,,,,,1,2010,11/19/2010,38,2,2,9636,63,63,detected by radial velocity,,HD 99492,171.6916667,3.0061111,7.38,,,,,18,0.36,0.83,0.96,K2V,4,4740
HD 99706 b,1.4,0.1,0.1,,,,868,31,31,2.14,0.08,0.08,0.365,0.1,0.1,0.016589,,,,,,,,,,,,,,,,,,,,1,2011,9/2/2011,359,20,20,2455219,30,30,detected by radial velocity,,HD 99706,172.125,43.9666667,7.81,,,,,129,0.14,1.72,5.4,K0,2.1,4932
HIP 12961 b,0.35,,,,,,57.435,0.042,0.042,0.13,,,0.16,0.03,0.03,0.005652,,,,,,,,,,,,,,,,,,,,1,2009,11/23/2011,272,13,13,2454428.4,2,2,detected by radial velocity,,HIP 12961,41.6791667,-23.0866667,10.31,,,,,23,-0.07,0.67,,M0V,,
HIP 14810 b,3.88,0.32,0.32,,,,6.673855,1.90E-05,1.90E-05,0.0692,0.004,0.004,0.1427,0.00094,0.00094,0.001308,,,,,,,,,,,,,,,,,,,,1,2006,5/20/2013,159.32,0.38,0.38,3694.598,0.007,0.007,detected by radial velocity,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,0.26,0.99,1,G5,,5485
HIP 14810 c,1.28,0.1,0.1,,,,147.73,0.065,0.065,0.545,0.031,0.031,0.164,0.012,0.012,0.010302,,,,,,,,,,,,,,,,,,,,2,2006,5/20/2013,329,2.5,2.5,4672.24,0.0073,0.0073,detected by radial velocity,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,0.26,0.99,1,G5,,5485
HIP 14810 d,0.57,0.052,0.052,,,,962,15,15,1.89,0.11,0.11,0.173,0.037,0.037,0.035728,,,,,,,,,,,,,,,,,,,,1,2009,5/20/2013,286,19,19,4317.198,0.0073,0.0073,detected by radial velocity,,HIP 14810,47.8083333,21.0972222,8.52,,,,,52.9,0.26,0.99,1,G5,,5485
HIP 5158 b,1.44,0.14,0.14,,,,345.63,1.99,1.99,0.89,0.01,0.01,0.54,0.04,0.04,0.019778,,,,,,,,,,,,,,,,,,,,2,2009,5/6/2011,70,4,4,54580.49,15.2,15.2,detected by radial velocity,,HIP 5158,16.5083333,-22.4530556,10.21,,,,,45,0.1,0.78,,K5V,6,4962
HIP 5158 c,15.04,10.55,10.55,,,,9018,3181,3181,7.7,1.88,1.88,0.14,0.1,0.1,0.171111,,,,,,,,,,,,,,,,,,,,1,2010,5/6/2011,142,75,75,,,,detected by radial velocity,,HIP 5158,16.5083333,-22.4530556,10.21,,,,,45,0.1,0.78,,K5V,6,4962
HIP 57050 b,0.298,0.025,0.025,,,,41.397,0.016,0.016,0.163506,4.20E-05,4.20E-05,0.314,0.086,0.086,0.014864,,,,,,,,,,,,,,,,,,,,1,2010,4/27/2010,238.1,23.2,23.2,,,,detected by radial velocity,,HIP 57050,175.4375,42.7519444,11.9,,,,,11,0.32,0.34,0.4,M4V,,3190
HIP 57274 b,0.036,0.004,0.004,,,,8.1352,0.004,0.004,0.07,,,0.187,0.1,0.1,0.002701,,,,,,,,,,,,,,,,,,,,2,2011,5/20/2013,81,59,59,2454801.015,1.3,1.3,detected by radial velocity,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,0.09,0.73,0.68,K5V,7.87,4640
HIP 57274 c,0.41,0.01,0.01,,,,32.03,0.02,0.02,0.178,,,0.05,0.02,0.02,0.006867,,,,,,,,,,,,,,,,,,,,2,2011,5/20/2013,256.2,120,120,2455793.035,0.176,0.176,detected by radial velocity,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,0.09,0.73,0.68,K5V,7.87,4640
HIP 57274 d,0.527,0.025,0.025,,,,431.7,8.5,8.5,1.01,,,0.27,0.05,0.05,0.038966,,,,,,,,,,,,,,,,,,,,2,2011,5/20/2013,187.2,0.5,0.5,,,,detected by radial velocity,,HIP 57274,176.1708333,30.9591667,8.96,,,,,25.92,0.09,0.73,0.68,K5V,7.87,4640
HIP 63242 b,9.18,,,,,,124.6,,,0.565,,,0.23,,,,,,,,,,,,,,,,,,,,,,,1,2013,7/21/2013,118.2,,,2455376.2,,,detected by radial velocity,,HIP 63242,194.3833,-65.6464,6.86,,,,,135,-0.31,1.54,,G8III,,
HIP 70849 b,9,6,6,,,,10000,8000,8000,10,5.5,5.5,0.6,0.13,0.13,0.416667,,,,,,,,,,,,,,,,,,,,1,2009,7/5/2011,,,,,,,detected by radial velocity,,HIP 70849,217.3291667,-46.4638889,10.36,,,,,24,,0.63,,K7V,3,4105
HIP 75458 b,8.82,0.72,0.72,,,,510.702,0.07,0.07,1.275,0.074,0.074,0.713,0.008,0.008,0.040476,69.9,43.3,43.3,,,,,,,,,,,,,,,,,1,2002,8/10/2012,92.5,0.7,0.7,2015.36,0.16,0.16,detected by radial velocity,,HIP 75458,231.2291667,58.9658333,3.31,,,,,31.5,0.15,1.4,12.8,K2 III,,4445
HIP 77900 b,20,7,3,,,,,,,3200,300,300,,,,,,,,,,,,,,,,,,,,2400,,,,1,2013,8/14/2013,,,,,,,detected by imaging,,HIP 77900,238.625,-27.3386,,,,,,,,,,B6,,13700
HIP 78530 b,23.04,4,4,,,,,,,710,60,60,,,,4.530951,,,,,,,,,,,,,,,,,,,,1,2011,1/26/2011,,,,,,,detected by imaging,,HIP 78530,240.4791667,-21.9802778,7.18,,,,,156.7,,2.5,,B9V,0.011,10500
HIP 79431 b,2.1,,,,,,111.7,0.7,0.7,0.36,,,0.29,,,0.025,,,,,,,,,,,,,,,,,,,,1,2010,1/11/2010,287.4,3.2,3.2,2454980.3,1.2,1.2,detected by radial velocity,,HIP 79431,243.175,-18.8755556,11.34,,,,,14.4,0.4,0.49,,M3V,,3191
HIP 91258 b,1.068,0.038,0.038,,,,5.0505,0.0015,0.0015,0.057,0.0009,0.0009,0.024,0.014,0.014,,,,,,,,,,,,,,,,,,,,,1,2013,11/25/2013,276,64,64,2456164.275,0.028,0.028,detected by radial velocity,,HIP 91258,279.2208334,61.70250002,8.65,,,,,44.9,0.23,0.95,,G5V,2.4,5519
HN Peg b,16,9.4,9.4,1.1,0.06,0.06,,,,795,15,15,,,,43.206522,,,,,,,,,,,,,,,,,,,,1,2007,4/23/2011,,,,,,,detected by imaging,,HN Peg,326.1291667,14.7719444,6,,,,,18.4,,1,,G0V,0.2,
HR 228 b,2.37,0.34,0.34,,,,360.2,1.4,1.4,1.19,0.05,0.05,0.13,0.06,0.06,,,,,,,,,,,,,,,,,,,,,1,2012,7/22/2013,,,,,,,detected by radial velocity,,HR 228,12.3083,-24.13667289,5.893,,,,,,0.01,1.7,,K0III,,
HR 228 c,2.37,0.38,0.38,,,,2732,81,81,4.6,0.23,0.23,0.23,0.07,0.07,,,,,,,,,,,,,,,,,,,,,1,2012,7/22/2013,,,,,,,detected by radial velocity,,HR 228,12.3083,-24.13667289,5.893,,,,,,0.01,1.7,,K0III,,
HR 810 b,2.26,0.18,0.18,,,,320.1,2.1,2.1,0.925,0.104,0.104,0.161,0.069,0.069,0.053873,,,,,,,,,,,,,,,,,,,,1,1999,12/29/2010,83,11,11,2450307,3,3,detected by radial velocity,,HR 810,40.6291667,-50.8033333,5.4,,,,,17.17,0.25,1.11,1.85,G0V pecul.,3.6,5997
HR 8799 b,7,2,4,1.1,0.1,0.1,164250,,,68,,,0,,,1.725888,28,,,,,,,,,,,,2047.1,,,,,,,1,2008,8/30/2013,,,,,,,detected by imaging,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,-0.47,1.56,1.5,A5V,0.06,
HR 8799 c,10,3,3,1.3,0,0,82145,,,42.9,,,0,,,1.088832,28,,,,,,,,,,,,1936.7,,,,,,,1,2008,8/30/2013,,,,,,,detected by imaging,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,-0.47,1.56,1.5,A5V,0.06,
HR 8799 d,10,3,3,1.2,0,0,41054,,,27,,,0.1,,,0.685279,28,,,,,,,,,,,,2003.7,,,,,,,1,2008,8/30/2013,80.2,,,,,,detected by imaging,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,-0.47,1.56,1.5,A5V,0.06,
HR 8799 e,9,4,4,,,,18000,0,0,14.5,0.5,0.5,,,,0.36802,,,,,,,,,,,,,,,,,,,,1,2010,8/30/2013,,,,,,,detected by imaging,,HR 8799,346.8708333,21.1341667,5.96,,,,,39.4,-0.47,1.56,1.5,A5V,0.06,
HU Aqr(AB) c,5.9,0.1,0.1,,,,5646,8,8,6.18,,,0.29,0.03,0.03,,,,,,,,,,,,,,,,,,,,,1,2011,5/22/2012,351,1,1,2450050,7,7,pulsar,,HU Aqr(AB),316.9916667,-5.2947222,15,,,,,,,1,,Catac. var.,,
HW Vir (AB) b,14.3,1,1,,,,4640,73,73,4.69,0.06,0.06,0.4,0.1,0.1,0.025912,,,,,,,,,,,,,,,,,,,,1,2008,6/15/2012,-18,10,10,2452410,,,pulsar,,HW Vir (AB),191.0833333,-8.6713889,10.9,,,,,181,,0.627,,sdB+M,,
KELT-1 b,27.38,0.93,0.93,1.116,0.038,0.029,1.217514,1.50E-05,1.50E-05,0.02472,0.00039,0.00039,0.0099,0.01,0.0069,,87.6,1.4,1.9,2455914.163,0.0023,0.0023,2456181.404,0.00075,0.00096,2,16,16,,,,2423,,,,1,2012,10/30/2013,61,71,79,2455914.08,0.25,0.25,detected by transit,,KELT-1,0.358333342,39.38361112,10.7,,,,,263,0.052,1.471,1.335,F5,1.75,6516
KELT-2A b,1.486,0.088,0.088,1.306,0.067,0.067,4.1137914,1.00E-05,1.00E-05,0.05498,0.0004,0.0004,0.185,0.08,0.08,0.000427,,,,2455974.604,0.00084,0.00084,,,,,,,,,,,,,,1,2012,6/11/2012,160,110,110,2455974.83,1.2,1.2,detected by transit,,KELT-2A,92.6625,30.9572222,8.7,,,,,128.9,-0.015,1.31,1.842,F7V,,6148
KELT-3 b,1.418,0.07,0.07,1.333,0.08,0.08,2.7033902,1.00E-05,1.00E-05,0.04117,0.00067,0.00067,0,,,,84.32,0.64,0.64,2456031.591,0.00035,0.00035,,,,,,,,,,,,,3.296,2,2012,12/14/2012,,,,,,,detected by transit,,KELT-3,148.6417,40.3881,9.8,,,,,178,0.048,1.282,1.482,F,3,6304
KELT-6 b,0.43,0.05,0.05,1.19,0.13,0.08,7.845631,4.60E-05,4.60E-05,0.079,0.001,0.001,0.22,0.12,0.1,,,,,,,,,,,,,,,,,,,,,1,2013,8/16/2013,,,,,,,detected by transit,,KELT-6,195.9833,30.64,10.38,,,,,,-0.28,1.2,1.58,F,,6102
KIC 10255705 b,,,,0.65,0.23,0.23,707.3793,0.0157,0.0039,1.6,0.11,0.11,0,,,,89.75,0.17,0.17,,,,,,,,,,,,,295,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 10255705,282.8541667,47.37750002,13.5,,,,,,-0.13,1.1,2.12,,,5030
KIC 10905746 b,,,,0.237,0.06,0.06,9.8844,0.0087,0.0087,0.0751,0.0014,0.0014,,,,,88.42,0.42,0.42,2454971.405,0.0102,0.0102,,,,,,,,,,,,,,2,2011,9/22/2011,,,,,,,detected by transit,,KIC 10905746,283.6291667,48.3911111,13,,,,,,-0.23,0.578,0.548,,,4240
KIC 11152511 b,,,,0.36,0.025,0.025,287.363,0.0136,0.0433,0.85,0.05,0.05,0.67,0.02,0.063,,89.39,0.61,0.61,,,,,,,,,,,,,390,,,,1,2013,10/25/2013,37,213,26,,,,detected by transit,,KIC 11152511,298.0625,48.72500002,14,,,,,,-0.1,1.01,2.08,,,5273
KIC 12351927 (AB) b,0.21,,,0.39,,,66.262,,,0.3553,,,0.1181,,,,89.929,,,,,,,,,,,,,,,,,,,1,2013,11/6/2013,94.6,,,,,,detected by transit,,KIC 12351927 (AB),288.5125,51.1625,,,,,,,,1.3623,0.7761,,,4700
KIC 12454613,,,,0.24,0.06,0.06,736.51,0.0065,0.0065,1.52,0.06,0.06,0,,,,98.92,0.03,0.4,,,,,,,,,,,,,187,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 12454613,288.1708333,51.38222224,14,,,,,,0.03,0.87,0.82,,,5420
KIC 12557548 b,3,0,3,0.075832056,0.013382128,0.013382128,0.653553,1.00E-07,1.00E-07,0.013,,,,,,,,,,2455399.824,0.002,0.002,,,,,,,,,,,,,,1,2012,11/25/2013,,,,,,,detected by transit,,KIC 12557548,290.9667,51.5047,16,,,,,470,-0.173,0.7,0.65,K4V,,4412
KIC 5010054 b,,,,0.62,0.14,0.14,904.24,0.0113,0.0146,1.86,0.11,0.11,0,,,,89.79,0.2,0.05,,,,,,,,,,,,,251,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 5010054,291.5,40.1828,14.5,,,,,,,1.05,2.17,,,5550
KIC 5094412 b,,,,0.51,0.37,0.37,276.88,0.0319,0.0258,0.78,0.03,0.03,0,,,,89.74,0.21,0.73,,,,,,,,,,,,,239,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 5094412,290.3,40.2878,16,,,,,,-0.327,,0.8,,,5313
KIC 5522786,,,,0.11,0.04,0.04,757.1639,0.163,0.059,1.98,0.12,0.12,0.56,0.14,0.27,,89.86,0.14,0.04,,,,,,,,,,,,,362,,,,1,2013,10/25/2013,20,78,20,,,,detected by transit,,KIC 5522786,288.3417,40.7314,9.8,,,,,,-0.026,1.79,1.3,,,8719
KIC 5732155 b,,,,1.14,0.23,0.23,644.1685,0.014,0.014,1.52,0.08,0.08,0,,,,89.76,0.06,0.1,,,,,,,,,,,,,301,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 5732155,298.425,40.9067,15.5,,,,,,-0.03,1.13,2,,,5755
KIC 6185331 b,,,,0.72,0.1,0.1,49.76971,0.00039,0.00039,0.2672,0.0036,0.0036,,,,,89.2,0.21,0.21,2454992.988,0.0028,0.0028,,,,,,,,,,,,,,2,2011,9/22/2011,,,,,,,detected by transit,,KIC 6185331,284.275,41.535,15,,,,,,0.11,1.027,1.27,,8.7,5619
KIC 6372194 b,,,,0.74,0.11,0.11,281.5848,0.0037,0.0037,0.78,0.03,0.03,0.65,0.05,0.24,,89.69,0.05,0.11,,,,,,,,,,,,,228,,,,1,2013,10/25/2013,0,34,0,,,,detected by transit,,KIC 6372194,294.3375,41.7475,16.3,,,,,,-0.365,0.8,0.74,,,5233
KIC 6436029 c,,,,0.274,0.055,0.055,505.45,0.0043,0.0043,1.15,0.04,0.04,0,,,,89.94,0.06,0.39,,,,,,,,,,,,,175,,,,1,2013,10/25/2013,,,,,,,detected by transit,,KIC 6436029,289.538818,41.892818,16.2,,,,,,0.406,0.79,0.72,,,4697
KIC 9662267 b,,,,0.34,0.096,0.096,466.202,0.0118,0.0118,1.12,0.07,0.07,0.11,0.41,0.11,,89.82,0.06,0.06,,,,,,,,,,,,,236,,,,1,2013,10/25/2013,1.7,33,1.7,,,,detected by transit,,KIC 9662267,296.7916667,46.35000001,15.3,,,,,,-0.03,0.86,0.89,,,5602
KIC 9704149 b,,,,0.4,0.09,0.09,697.0159,0.0058,0.0058,1.46,0.07,0.07,0.29,0.17,0.28,,89.95,0.05,0.05,,,,,,,,,,,,,201,,,,1,2013,10/25/2013,7.4,32,7.4,,,,detected by transit,,KIC 9704149,289.1625,46.42166668,15.5,,,,,,-0.16,0.86,0.78,,,5640
KIC-8552719 b,,,,0.315,,,88.4075,,,0.19757,,,,,,,89.53,,,2455009.272,,,,,,,,,,,,,,,,3,2012,12/6/2013,,,,,,,detected by transit,,KIC 8552719,288.9708,44.6244,,,,,,,0.015,0.94,0.822,,,5114
KOI-111 b,0.059780386,0.037756033,0.037756033,0.190918353,0.059773503,0.059773503,11.427512,3.60E-05,3.60E-05,0.092,,,,,,,88.24,,,245970.6139,0.0012,0.0012,,,,,,,,,,801,,,,1,2013,10/31/2013,,,,,,,detected by transit,,KOI-111,287.6041667,42.16666667,12.7,,,,,,-0.2,0.807,0.93,,,5710
KOI-111 c,0.009439008,0.009439008,0.009439008,0.182889076,0.057097078,0.057097078,23.6683,0.00012,0.00012,0.15,,,,,,,88.81,,,2454965.713,0.0019,0.0019,,,,,,,,,,627,,,,1,2013,10/31/2013,,,,,,,detected by transit,,KOI-111,287.6041667,42.16666667,12.7,,,,,,-0.2,0.807,0.93,,,5710
KOI-115 C,0.01573168,0.012585344,0.012585344,0.43,0.14,0.14,5.4122,2.00E-05,2.00E-05,0.066,0.003,0.003,0.47,0.05,0.47,,85.94,1.87,3.88,2454966.142,0.00056,0.00056,,,,,,,,,,1418,,,,1,2013,12/30/2013,272,16,272,,,,detected by transit,,KOI-115,287.887329,46.276241,13,,,,,,-0.22,1.28,1.58,,,6397
KOI-115 d,0.006292672,0.003146336,0.003146336,0.170399091,0.040146383,0.040146383,7.125967,4.00E-05,4.00E-05,0.077,,,,,,,88.24,,,2454972.003,0.002,0.002,,,,,,,,,,1182,,,,1,2013,12/30/2013,,,,,,,detected by transit,,KOI-115,287.887329,46.276241,13,,,,,,-0.22,1.28,1.58,,,6397
KOI-117 b,0.009439008,0.009439008,0.009439008,0.14095841,0.013382128,0.013382128,3.179962,2.50E-05,2.50E-05,0.045,,,,,,,69.9,,,2454966.504,0.0023,0.0023,,,,,,,,,,1345,,,,1,2013,10/31/2013,,,,,,,detected by transit,,KOI-117,297.0291667,48.20861112,12.7,,,,,,0.38,1.171,1.434,,,5860
KOI-117 c,0.100682755,0.097536419,0.097536419,0.152556254,0.015166411,0.015166411,4.901467,3.90E-05,3.90E-05,0.06,,,,,,,75.63,,,1454971.604,0.0026,0.0026,,,,,,,,,,1165,,,,1,2013,10/31/2013,,,,,,,detected by transit,,KOI-117,297.0291667,48.20861112,12.7,,,,,,0.38,1.171,1.434,,,5860
KOI-1781 b,,,,0.168,,,3.00516,1.00E-05,1.00E-05,0.038,0.001,0.001,0,0.35,0,,88.27,1.8,1.8,,,,,,,,,,,,,1040,,,,1,2013,9/30/2013,0,250,0,,,,detected by transit,,KOI-1781,287.605591,49.523258,12.5,,,,,,0.23,0.83,0.79,,,4974
KOI-1843 b,0.001,0,1,0.052,0.01,0.007,0.1768913,2.00E-07,2.00E-07,,,,,,,,72,12,20,,,,,,,,,,,,,,,,,1,2013,8/16/2013,,,,,,,detected by transit,,KOI-1843,285.0125,40.2208,,,12,,,,0,0.46,0.45,,,3584
KOI-202 b,0.88,,,1.02,,,1.72,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,2,2012,6/5/2012,,,,,,,detected by transit,,KOI-202,286.1083333,43.6811111,14.5,,,,,,0.12,,1.04,,,5912
KOI-206 b,2.9,,,0.7,,,5.33,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,2,2012,6/5/2012,,,,,,,detected by transit,,KOI-206,297.5916667,40.9772222,14.5,,,,,,-0.13,,1.16,,,5771
KOI-2700 b,0.002705849,0,0.002705849,0.094567035,0,0.142742694,0.910022,5.00E-06,5.00E-06,,,,,,,,,,,,,,2454900.358,0.004,0.004,,,,,,,,,,,1,2013,12/11/2013,,,,,,,detected by transit,,KOI-2700,297.0041667,44.77500002,15.9,,,,,,-0.2,0.632,0.574,,,4433
KOI-282 b,,,,0.258721133,0.022303546,0.022303546,27.50868,7.00E-05,7.00E-05,0.178,0.005,0.005,0,0.07,0,,89.34,0.66,0.31,,,,,,,,,,,,,683,,,,1,2013,10/28/2013,0,11,0,0.26,0.022,0.022,detected by transit,,KOI-282,288.450653,40.245327,,,,,,,0.02,1,1.17,,,5879
KOI-680 b,0.62,,,0.65,,,8.6,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,2,2012,6/5/2012,,,,,,,detected by transit,,KOI-680,292.2875,43.1972222,14,,,,,,-0.46,,1.16,,,6060
KOI-730 b,,,,0.31,,,14.7903,0.0002,0.0002,0.12,,,,,,,,,,245009.733,0.002,0.002,,,,,,,,,,,,,,1,2011,9/7/2011,,,,,,,detected by transit,,KOI-730,298.3166667,47.2794444,15,,,,,,,1.07,1.1,,,5590
KOI-730 c,,,,0.23,,,9.8499,0.0003,0.0003,0.092,,,,,,,,,,2454991.354,0.009,0.009,,,,,,,,,,,,,,1,2011,9/7/2011,,,,,,,detected by transit,,KOI-730,298.3166667,47.2794444,15,,,,,,,1.07,1.1,,,5590
KOI-730 d,,,,0.25,,,19.7216,0.0004,0.0004,0.145,,,,,,,,,,245968.117,0.005,0.005,,,,,,,,,,,,,,1,2011,7/30/2012,,,,,,,detected by transit,,KOI-730,298.3166667,47.2794444,15,,,,,,,1.07,1.1,,,5590
KOI-730 e,,,,0.18,,,7.3831,0.0004,0.0004,0.076,,,,,,,,,,245970.54,0.01,0.01,,,,,,,,,,,,,,1,2011,9/7/2011,,,,,,,detected by transit,,KOI-730,298.3166667,47.2794444,15,,,,,,,1.07,1.1,,,5590
KOI-82 b,0.022024353,0.018878017,0.018878017,0.196,,,16.14569,3.00E-05,3.00E-05,0.117,0.003,0.003,0,0.4,0,,89.56,0.44,0.64,,,,,,,,,,,,,579,,,,1,2013,10/31/2013,0,235,0,,,,detected by transit,,KOI-82,281.482727,47.208031,12,,,,,,0.18,0.81,0.76,,,4809
KOI-82 c,0.009439008,0.003146336,0.003146336,0.119547006,,,10.3117732,2.60E-05,2.60E-05,0.086,,,,,,,87.09,,,2454967.08,0.0012,0.0012,,,,,,,,,,634,,,,1,2013,10/31/2013,,,,,,,detected by transit,,KOI-82,281.482727,47.208031,12,,,,,,0.18,0.81,0.76,,,4809
KOI-82 d,0.012585344,0.009439008,0.009439008,0.061557787,0.002676426,0.002676426,7.07134,4.90E-05,4.90E-05,0.067,,,,,,,87.09,,,,,,,,,,,,,,,718,,,,1,2013,10/31/2013,,,,2454972.988,0.0032,0.0032,detected by transit,,KOI-82,281.482727,47.208031,12,,,,,,0.18,0.81,0.76,,,4809
Kepler-10 b,0.014473146,0.003964383,0.003964383,0.130252708,0.001784284,0.001784284,0.8374912,3.00E-06,3.00E-06,0.01687,0.00014,0.00014,0,,,9.70E-05,84.15,0.18,0.18,2454964.574,0.00082,0.00082,,,,,,,,,,,,,,1,2011,11/26/2013,,,,,,,detected by transit,,Kepler-10,285.6791667,50.2413889,10.96,,,,,173,-0.15,0.895,1.056,G,11.9,5627
Kepler-10 c,0.063,inf,nan,0.206976906,0.002676426,0.002676426,45.29427,0.00012,0.00012,0.2413,0.0021,0.0021,0,,,0.001391,89.64,0.06,0.06,245971.6761,0.0023,0.0023,,,,,,,,,,,,,,1,2011,11/26/2013,,,,,,,detected by transit,,Kepler-10,285.6791667,50.2413889,10.96,,,,,173,-0.15,0.895,1.056,G,11.9,5627
Kepler-11 b,0.005978039,0.004404871,0.003146336,0.160585531,0.002676426,0.004460709,10.30375,0.00016,0.00016,0.091,0.003,0.003,0,,,,88.5,0.6,0.6,2454971.505,0.0077,0.0077,,,,,,,,,,,,,,1,2011,11/5/2013,,,,,,,detected by transit,,Kepler-11,297.1166667,41.9091667,13.7,,,,,,0,0.95,1.1,G,8,5680
